model,"model parameters, B",language,tokens_used_lape_tokenizer,lang_specific_neurons,lang_specific_neurons_pct,vocab_size,total_words_used,common_tokens_budget,fertility_tokens_per_word,unique_tokens,unique_token_fraction,num_unique_chars,num_non_ascii_chars,shared_en_token_count,shared_en_token_fraction,shared_ru_token_count,shared_ru_token_fraction,shared_turkish_token_count,shared_turkish_token_fraction,chars_per_token_mean,chars_per_token_std,n_questions_subset,MeanTokenNLL_mean,MeanTokenNLL_std,SequenceNLL_mean,SequenceNLL_std,MeanTokenEntropy_mean,MeanTokenEntropy_std,RAUQ_mean,RAUQ_std,Focus_mean,Focus_std,lexical_similarity_mean,lexical_similarity_std,degmat_mean,degmat_std,eigvallaplacian_mean,eigvallaplacian_std,eccentricity_mean,eccentricity_std,eccentricity_infs_cnt,subset_accuracy,total_questions,total_correct,total_n_unparseable,total_accuracy,n_unseen,unseen_accuracy
gemma-3-4b-it,4,crimean-tatar-cyrillic,30836,801,0.23,262145,8849,30880,3.484687535,1897,0.007236453108,146,67,113,0.05956773853,991,0.5224037955,124,0.06536636795,2.017155273,1.11233666,163,0.136432,0.109571,8.731646,7.012549,0.332661,0.265502,1.703189,0.114782,6.124891,2.601869,-0.678223,0.266159,0.526333,0.208371,2.487908,0.329202,29.827931,35.278091,3,31.29,380,109,59,28.68,217,26.73
gemma-3-4b-it,4,english,30621,514,0.148,262145,20796,30880,1.472446624,5043,0.01923744493,106,16,5043,1,198,0.03926234384,375,0.0743604997,4.110577708,3.090099146,163,0.033236,0.026468,2.127086,1.693953,0.065476,0.049066,1.581722,0.031026,4.354774,0.74412,-0.343404,0.209752,0.271651,0.16801,2.848432,0.124549,5.604533,6.506367,0,73.01,2157,1473,39,68.29,1994,67.9
gemma-3-4b-it,4,karakalpak,30880,703,0.202,262145,9511,30880,3.246766901,2541,0.009693108776,122,39,365,0.1436442346,102,0.04014167651,993,0.3907910272,2.090705959,1.274685746,163,0.02299,0.068137,1.471336,4.360771,0.056985,0.178657,1.5826,0.067785,4.730367,1.152298,-0.222684,0.308748,0.186365,0.256396,2.851948,0.280455,18.61071,24.863451,11,33.13,240,81,10,33.75,77,35.06
gemma-3-4b-it,4,kazakh-cyrillic,30820,723,0.208,262145,8684,30880,3.549055735,1624,0.006195044727,172,89,130,0.08004926108,767,0.4722906404,145,0.08928571429,1.842342635,1.097104716,163,0.019062,0.035749,1.219954,2.287941,0.042573,0.079021,1.577226,0.036687,4.37815,0.620032,-0.307991,0.305347,0.203496,0.215503,2.85912,0.211736,18.638422,21.317947,2,47.24,944,440,79,46.61,781,46.48
gemma-3-4b-it,4,kazakh-latin,30815,1246,0.358,262145,9190,30880,3.353101197,2256,0.008605924202,122,32,350,0.155141844,116,0.05141843972,778,0.344858156,1.951874087,1.178654583,163,0.035919,0.098779,2.298797,6.321879,0.089335,0.26029,1.597774,0.094317,5.182314,1.817262,-0.255135,0.326429,0.208102,0.267006,2.814432,0.319994,21.806252,30.056,10,32.52,944,303,109,32.1,781,32.01
gemma-3-4b-it,4,russian,30807,561,0.161,262145,14075,30880,2.188774423,4808,0.01834099449,149,71,198,0.04118136439,4808,1,115,0.02391846922,3.30749505,2.493203769,163,0.112484,0.052227,7.198975,3.342508,0.255724,0.114137,1.675376,0.054618,5.497325,1.637999,-0.704629,0.187511,0.561,0.150186,2.49425,0.249369,21.674224,29.898721,0,60.12,2157,1268,57,58.79,1994,58.68
gemma-3-4b-it,4,tatar,30799,705,0.202,262145,9593,30880,3.210570207,1880,0.007171603502,166,81,139,0.07393617021,962,0.5117021277,145,0.07712765957,2.07857398,1.314471236,163,0.141596,0.073017,9.062157,4.673076,0.327536,0.165281,1.709707,0.074665,5.672324,1.718271,-0.763601,0.190211,0.611758,0.145894,2.351178,0.33183,41.257316,40.615296,2,42.94,839,342,53,40.76,676,40.24
gemma-3-4b-it,4,turkish,30819,698,0.2,262145,10304,30880,2.990974379,3134,0.01195521562,115,26,375,0.1196553925,115,0.03669432036,3134,1,2.600571076,1.932210128,163,0.056732,0.04177,3.630835,2.673288,0.118615,0.083925,1.617205,0.05217,5.060267,1.074643,-0.596124,0.247966,0.455949,0.193339,2.637397,0.239634,19.892376,27.935102,1,58.28,945,496,31,52.49,782,51.28
gemma-3-4b-it,4,uyghur-arabic,30787,991,0.285,262145,7422,30880,4.148073296,778,0.002967823151,165,81,133,0.1709511568,98,0.1259640103,142,0.1825192802,1.680871797,0.8003760039,163,0.117553,0.088152,7.52341,5.641727,0.264521,0.191488,1.686953,0.090248,5.726692,2.046866,-0.763363,0.251113,0.603812,0.20063,2.302532,0.410109,42.074862,39.453065,4,25.15,519,152,50,29.29,356,31.18
gemma-3-4b-it,4,uyghur-latin,30869,685,0.197,262145,10604,30880,2.911071294,1938,0.007392855099,117,51,259,0.1336429309,83,0.04282765738,692,0.3570691434,2.424276783,1.377241561,163,0.155403,0.095,9.945802,6.079994,0.386366,0.23978,1.727023,0.102851,7.268112,2.256707,-0.773138,0.231939,0.613958,0.191554,2.286501,0.388749,42.407176,36.865421,4,26.38,519,141,44,27.17,356,27.53
gemma-3-4b-it,4,uzbek-latin,30820,1099,0.316,262145,9984,30880,3.086939103,2707,0.01032634611,109,23,411,0.1518285925,130,0.04802364241,914,0.3376431474,2.209896171,1.356564327,163,0.033275,0.048184,2.129578,3.083771,0.071464,0.104086,1.594015,0.054845,4.662821,0.964263,-0.389897,0.335565,0.297523,0.262764,2.762509,0.276268,23.665216,27.654577,3,31.29,735,222,62,30.2,572,29.9
gemma-3-4b-it,4,uzbek-cyrillic,30682,526,0.151,262145,9259,30880,3.313748785,1751,0.006679509432,163,85,134,0.07652769846,892,0.5094231868,151,0.08623643632,1.984811942,1.169689366,163,0.035562,0.067046,2.275984,4.290973,0.079827,0.154996,1.593409,0.068011,4.905752,1.000877,-0.340527,0.344049,0.263301,0.273603,2.770261,0.351627,26.706001,30.564883,14,32.52,735,219,57,29.8,572,29.02
gemma-3-12b-it,12,azerbaijani,30793,1611,0.219,262145,10504,30880,2.931549886,2349,0.008960689695,115,29,317,0.134951043,107,0.04555129842,981,0.4176245211,2.078167116,1.29842986,163,0.046275,0.042198,2.961596,2.700695,0.105173,0.09198,1.600261,0.048359,4.580272,1.133603,-0.564259,0.297517,0.399738,0.228279,2.679772,0.273422,18.386746,27.037633,1,68.71,735,461,18,62.72,572,61.01
gemma-3-12b-it,12,crimean-tatar-latin,30863,1690,0.229,262145,10630,30880,2.903386642,3002,0.01145167751,107,18,387,0.1289140573,123,0.04097268488,1207,0.4020652898,2.289764443,1.507220611,163,0.066707,0.074001,4.269225,4.736069,0.162096,0.18336,1.621201,0.07544,5.142778,1.704224,-0.576893,0.264617,0.401643,0.206038,2.683147,0.280133,15.413087,25.345876,0,42.33,380,169,43,44.47,217,46.08
gemma-3-12b-it,12,crimean-tatar-cyrillic,30836,2200,0.298,262145,8849,30880,3.484687535,1897,0.007236453108,146,67,113,0.05956773853,991,0.5224037955,124,0.06536636795,2.017155273,1.11233666,163,0.070658,0.076809,4.522109,4.915792,0.178614,0.188718,1.623961,0.080477,4.714279,1.655149,-0.586254,0.28783,0.407581,0.219941,2.666917,0.278004,19.6935,28.542095,3,42.33,380,176,50,46.32,217,49.31
gemma-3-12b-it,12,english,30621,2136,0.29,262145,20796,30880,1.472446624,5043,0.01923744493,106,16,5043,1,198,0.03926234384,375,0.0743604997,4.110577708,3.090099146,163,0.026966,0.023732,1.725809,1.518833,0.055072,0.046944,1.57998,0.02773,4.234763,0.65788,-0.294936,0.214214,0.227525,0.167275,2.877521,0.111768,5.920267,8.447268,0,80.98,2157,1725,67,79.97,1994,79.89
gemma-3-12b-it,12,karakalpak,30880,1851,0.251,262145,9511,30880,3.246766901,2541,0.009693108776,122,39,365,0.1436442346,102,0.04014167651,993,0.3907910272,2.090705959,1.274685746,163,0.053667,0.078243,3.434702,5.00754,0.133815,0.190547,1.606058,0.082128,4.924664,1.422865,-0.52399,0.289656,0.388453,0.238299,2.668628,0.312435,27.972598,26.383318,4,42.94,240,99,20,41.25,77,37.66
gemma-3-12b-it,12,kazakh-cyrillic,30820,1744,0.237,262145,8684,30880,3.549055735,1624,0.006195044727,172,89,130,0.08004926108,767,0.4722906404,145,0.08928571429,1.842342635,1.097104716,163,0.052134,0.049946,3.336575,3.196566,0.120169,0.106581,1.607924,0.057712,4.466333,1.314232,-0.597039,0.276033,0.440147,0.215526,2.632286,0.272057,21.679855,28.237161,4,63.8,944,562,69,59.53,781,58.64
gemma-3-12b-it,12,kazakh-latin,30815,1743,0.236,262145,9190,30880,3.353101197,2256,0.008605924202,122,32,350,0.155141844,116,0.05141843972,778,0.344858156,1.951874087,1.178654583,163,0.084526,0.09971,5.409646,6.381449,0.210151,0.24137,1.638353,0.099971,5.45977,2.215323,-0.578875,0.293356,0.41551,0.228287,2.642345,0.32224,20.483955,28.605695,0,48.47,944,454,92,48.09,781,48.02
gemma-3-12b-it,12,russian,30807,2392,0.324,262145,14075,30880,2.188774423,4808,0.01834099449,149,71,198,0.04118136439,4808,1,115,0.02391846922,3.30749505,2.493203769,163,0.078293,0.050781,5.010768,3.249998,0.187717,0.112611,1.634483,0.05433,4.66396,1.386481,-0.659524,0.216175,0.512,0.171427,2.560468,0.25095,19.538331,28.993802,2,73.62,2157,1614,73,74.83,1994,74.92
gemma-3-12b-it,12,tatar,30799,2203,0.299,262145,9593,30880,3.210570207,1880,0.007171603502,166,81,139,0.07393617021,962,0.5117021277,145,0.07712765957,2.07857398,1.314471236,163,0.079845,0.070561,5.110075,4.515895,0.188893,0.160202,1.632838,0.068263,5.019483,1.712696,-0.688831,0.236426,0.519471,0.188955,2.527605,0.292095,22.930397,30.900854,7,67.48,839,521,56,62.1,676,60.8
gemma-3-12b-it,12,turkish,30819,1533,0.208,262145,10304,30880,2.990974379,3134,0.01195521562,115,26,375,0.1196553925,115,0.03669432036,3134,1,2.600571076,1.932210128,163,0.05193,0.03423,3.32353,2.190713,0.10712,0.066401,1.605719,0.039878,4.668105,0.808048,-0.570201,0.235337,0.425426,0.185339,2.681959,0.229123,11.894106,18.324436,0,69.94,945,667,27,70.58,782,70.72
gemma-3-12b-it,12,uyghur-arabic,30787,2304,0.312,262145,7422,30880,4.148073296,778,0.002967823151,165,81,133,0.1709511568,98,0.1259640103,142,0.1825192802,1.680871797,0.8003760039,163,0.057724,0.063214,3.69435,4.04571,0.136039,0.134948,1.619302,0.075161,4.780197,1.524576,-0.558735,0.305168,0.441142,0.235334,2.612771,0.313817,26.374307,29.827828,6,39.88,519,227,39,43.74,356,45.51
gemma-3-12b-it,12,uyghur-latin,30869,1800,0.244,262145,10604,30880,2.911071294,1938,0.007392855099,117,51,259,0.1336429309,83,0.04282765738,692,0.3570691434,2.424276783,1.377241561,163,0.085727,0.069205,5.486525,4.429096,0.213401,0.1647,1.642775,0.072099,6.216037,1.665567,-0.649031,0.274451,0.495281,0.215521,2.539019,0.325482,23.376673,31.11925,5,33.13,519,184,43,35.45,356,36.52
gemma-3-12b-it,12,uzbek-latin,30820,1388,0.188,262145,9984,30880,3.086939103,2707,0.01032634611,109,23,411,0.1518285925,130,0.04802364241,914,0.3376431474,2.209896171,1.356564327,163,0.040545,0.040159,2.594865,2.570202,0.095249,0.080585,1.593946,0.044904,4.418285,0.850672,-0.527362,0.278335,0.388427,0.215294,2.710187,0.229594,17.823632,20.540825,6,43.56,735,294,56,40,572,38.99
gemma-3-12b-it,12,uzbek-cyrillic,30682,1556,0.211,262145,9259,30880,3.313748785,1751,0.006679509432,163,85,134,0.07652769846,892,0.5094231868,151,0.08623643632,1.984811942,1.169689366,163,0.048015,0.041654,3.07294,2.665869,0.109688,0.084418,1.608317,0.05085,4.422579,1.084494,-0.594123,0.262637,0.437349,0.20824,2.64186,0.265081,19.969561,26.263336,3,44.17,735,304,51,41.36,572,40.56
Llama-3.2-1B-Instruct,1,azerbaijani,31151,196,0.15,128256,9927,31221,3.138007454,2299,0.01792508733,115,29,520,0.226185298,189,0.08220965637,1040,0.4523705959,2.174825848,1.256966442,129,0.325766,0.197678,6.293392,6.958061,1.127617,0.606844,1.695302,0.151531,4.6142,2.583378,-0.874085,0.145793,0.709506,0.133339,1.970446,0.496022,51.319029,33.296606,35,25.58,735,186,144,25.31,606,25.25
Llama-3.2-1B-Instruct,1,crimean-tatar-latin,31178,224,0.171,128256,10609,31221,2.938825525,2862,0.02231474551,107,18,620,0.2166317261,196,0.06848357792,1293,0.4517819706,2.467316698,1.485549556,129,0.478204,0.28223,16.709879,16.465483,1.752959,0.919453,1.891552,0.270524,7.690548,4.035326,-0.943347,0.089913,0.763449,0.099265,1.756047,0.468544,61.594148,35.423406,21,17.83,380,88,80,23.16,251,25.9
Llama-3.2-1B-Instruct,1,crimean-tatar-cyrillic,31182,219,0.167,128256,8299,31221,3.757320159,1561,0.01217097056,144,67,189,0.1210762332,1051,0.6732863549,175,0.1121076233,3.256205503,1.78644119,129,0.332261,0.207867,16.217022,13.411261,1.194273,0.724726,1.785837,0.223191,9.707902,4.824447,-0.957373,0.050262,0.8177,0.059501,1.412222,0.476976,77.442412,22.192239,44,16.28,380,72,140,18.95,251,20.32
Llama-3.2-1B-Instruct,1,english,31083,106,0.081,128256,21719,31221,1.431143239,5460,0.04257110778,106,16,5460,1,331,0.06062271062,557,0.102014652,4.242865875,2.907534138,129,0.25405,0.123288,10.792357,6.13231,0.60714,0.290854,1.727041,0.12739,5.722847,2.410597,-0.72555,0.195787,0.558786,0.14217,2.510043,0.204367,29.402444,35.577038,1,55.04,2157,1049,127,48.63,2028,48.22
Llama-3.2-1B-Instruct,1,karakalpak,31221,214,0.163,128256,9511,31221,3.282620124,2442,0.01904004491,122,39,582,0.2383292383,173,0.07084357084,1059,0.4336609337,2.247910061,1.21862516,129,0.356164,0.257244,15.030336,13.210664,1.313285,0.861814,1.794224,0.250873,7.280989,4.38048,-0.933873,0.064669,0.794039,0.065186,1.619388,0.424483,69.92469,31.849421,33,24.03,240,57,52,23.75,111,23.42
Llama-3.2-1B-Instruct,1,kazakh-cyrillic,31099,351,0.268,128256,7090,31221,4.386318759,1368,0.01066616766,168,88,225,0.1644736842,843,0.6162280702,197,0.144005848,2.475192128,1.672120577,129,0.265834,0.204937,5.262001,8.516134,0.831588,0.645246,1.623491,0.173772,6.911604,3.172855,-0.878745,0.116679,0.735924,0.11968,1.946897,0.454022,62.733552,27.194086,62,13.18,944,130,481,13.77,815,13.87
Llama-3.2-1B-Instruct,1,kazakh-latin,31172,179,0.137,128256,9536,31221,3.268875839,2326,0.01813560379,123,33,581,0.2497850387,207,0.08899398108,891,0.383061049,2.14740793,1.109362118,129,0.305644,0.149706,8.805877,9.790483,0.942793,0.527466,1.69638,0.140986,5.441352,2.673183,-0.930802,0.067542,0.763423,0.076422,1.862996,0.367865,59.122946,31.751204,19,25.58,944,203,221,21.5,815,20.86
Llama-3.2-1B-Instruct,1,russian,30729,333,0.254,128256,12838,31221,2.393597134,3491,0.0272189995,149,71,331,0.09481523919,3491,1,180,0.05156115726,5.405317453,3.939073102,129,0.287794,0.21869,8.370313,9.369271,0.998431,0.690437,1.702885,0.195287,5.811933,3.598126,-0.849319,0.207988,0.70898,0.186546,1.88612,0.56997,56.503705,31.272826,28,27.91,2157,621,343,28.79,2028,28.85
Llama-3.2-1B-Instruct,1,tatar,31082,255,0.195,128256,7166,31221,4.337426737,1344,0.01047904192,162,79,196,0.1458333333,925,0.6882440476,182,0.1354166667,2.571005727,1.929000959,129,0.269235,0.157095,11.226563,10.172462,0.923952,0.498662,1.731055,0.153667,7.510362,3.411381,-0.94064,0.059223,0.781792,0.061292,1.755265,0.377762,63.557434,29.56721,35,13.95,839,140,344,16.69,710,17.18
Llama-3.2-1B-Instruct,1,turkish,31115,290,0.221,128256,10352,31221,3.005699382,3111,0.02425617515,115,26,557,0.1790421086,180,0.05785920926,3111,1,2.789683432,2.144096271,129,0.377415,0.212071,10.056579,9.871716,1.376775,0.76007,1.770451,0.219584,5.202426,2.724824,-0.920376,0.079755,0.759647,0.074127,1.866703,0.412693,63.043099,28.494074,29,23.26,945,222,224,23.49,816,23.53
Llama-3.2-1B-Instruct,1,uyghur-arabic,31128,599,0.457,128256,5362,31221,5.805296531,653,0.005091379741,146,71,167,0.2557427259,128,0.1960183767,169,0.258805513,2.097018761,1.310636962,129,0.260238,0.173104,7.37594,7.08779,0.878568,0.488713,1.682754,0.154409,8.077735,2.85118,-0.909451,0.131859,0.765075,0.120734,1.69621,0.50011,64.057814,36.975866,41,11.63,519,56,330,10.79,390,10.51
Llama-3.2-1B-Instruct,1,uyghur-latin,31128,259,0.198,128256,10049,31221,3.097621654,1804,0.01406561876,117,51,437,0.2422394678,148,0.08203991131,746,0.4135254989,2.34695451,1.170290214,129,0.368524,0.237995,12.678053,14.155477,1.184358,0.771835,1.753285,0.204969,9.365863,3.723259,-0.910221,0.101656,0.757417,0.098844,1.824653,0.46289,61.267397,33.342376,17,22.48,519,111,134,21.39,390,21.03
Llama-3.2-1B-Instruct,1,uzbek-latin,31189,169,0.129,128256,9855,31221,3.164789447,2542,0.01981973553,109,23,641,0.2521636507,208,0.08182533438,1005,0.3953579858,2.215364391,1.129921118,129,0.331296,0.200319,10.824746,11.317765,0.978792,0.572491,1.724617,0.189089,8.756647,5.228849,-0.915554,0.095774,0.760523,0.093415,1.802429,0.447087,61.254831,30.657889,38,16.28,735,144,196,19.59,606,20.3
Llama-3.2-1B-Instruct,1,uzbek-cyrillic,31069,293,0.224,128256,8296,31221,3.745057859,1456,0.01135229541,159,84,225,0.154532967,931,0.6394230769,210,0.1442307692,2.978821333,1.840089595,129,0.416182,0.26176,16.415615,16.222901,1.395549,0.831494,1.843379,0.257924,10.917293,4.935031,-0.960682,0.06119,0.822767,0.074839,1.345708,0.523918,74.007336,21.165846,47,14.73,735,112,323,15.24,606,15.35
gemma-2-9b-it,9,azerbaijani,30517,952,0.158,256000,10031,30569,3.042268966,2297,0.00897265625,115,29,295,0.1284283848,103,0.04484109708,931,0.4053112756,1.999115247,1.233449564,140,0.13987,0.069377,4.000976,2.847212,0.335476,0.167315,1.629242,0.067288,4.891276,2.224974,-0.676709,0.262885,0.459252,0.210268,2.593612,0.32219,16.123987,25.190931,1,33.57,735,254,22,34.56,595,34.79
gemma-2-9b-it,9,crimean-tatar-latin,30505,1158,0.192,256000,10630,30569,2.869708373,3022,0.0118046875,107,18,386,0.1277299801,125,0.04136333554,1209,0.4000661813,2.316636617,1.488202215,140,0.174354,0.084637,6.499297,5.236305,0.411929,0.197309,1.673353,0.085106,5.254385,1.877479,-0.768091,0.186476,0.561759,0.153791,2.463147,0.314703,25.456595,33.983859,3,33.57,380,128,20,33.68,240,33.75
gemma-2-9b-it,9,crimean-tatar-cyrillic,30518,1163,0.193,256000,8602,30569,3.547779586,1847,0.00721484375,146,67,116,0.06280454792,1017,0.5506226313,124,0.06713589605,1.984566485,1.042871853,140,0.172558,0.125782,7.501076,8.461645,0.452275,0.332138,1.68041,0.143295,6.098613,2.729904,-0.69683,0.240355,0.508386,0.197744,2.512882,0.37184,27.61644,29.425924,5,22.14,380,104,21,27.37,240,30.42
gemma-2-9b-it,9,english,30563,577,0.096,256000,20796,30569,1.469657626,5032,0.01965625,106,16,5032,1,194,0.03855325914,353,0.07015103339,4.118378431,3.093210407,140,0.07919,0.046101,1.841033,1.902305,0.163575,0.087537,1.538329,0.053219,2.834018,0.922668,-0.375384,0.2778,0.268694,0.200513,2.835912,0.164945,16.302924,19.86188,0,65,2157,1403,10,65.04,2017,65.05
gemma-2-9b-it,9,karakalpak,30569,1076,0.179,256000,9511,30569,3.214067921,2601,0.01016015625,122,39,357,0.137254902,102,0.03921568627,994,0.3821607074,2.111616343,1.284879312,140,0.260225,0.130819,14.276395,9.21777,0.696578,0.336473,1.757438,0.143216,7.382039,2.710436,-0.843483,0.147031,0.66428,0.139109,2.188945,0.379897,54.141793,36.77227,8,22.86,240,62,4,25.83,100,30
gemma-2-9b-it,9,kazakh-cyrillic,30565,943,0.157,256000,8151,30569,3.749846645,1446,0.0056484375,169,88,125,0.08644536653,758,0.5242047026,137,0.09474412172,1.724946835,0.9296802288,140,0.139059,0.071542,3.186328,1.748991,0.321082,0.165924,1.625541,0.069111,4.282492,1.462739,-0.674924,0.227159,0.459184,0.175668,2.644191,0.229593,28.257778,25.834848,2,12.86,944,101,562,10.7,804,10.32
gemma-2-9b-it,9,kazakh-latin,30472,623,0.103,256000,9267,30569,3.288227042,2323,0.00907421875,122,32,318,0.1368919501,111,0.04778303917,749,0.322427895,1.969250459,1.177527254,140,0.232587,0.127365,12.435626,8.448323,0.624392,0.323892,1.740934,0.134817,8.248982,3.457542,-0.861343,0.130888,0.683783,0.11687,2.149025,0.361792,49.03733,37.837857,6,25.71,944,235,114,24.89,804,24.75
gemma-2-9b-it,9,russian,30505,1355,0.225,256000,14033,30569,2.173804603,4752,0.0185625,149,71,194,0.04082491582,4752,1,117,0.02462121212,3.330929356,2.439890188,140,0.117673,0.060846,2.426443,2.35153,0.293061,0.128035,1.575309,0.066259,4.38705,1.628968,-0.607012,0.245983,0.425577,0.186174,2.66429,0.238107,21.581818,23.181041,3,50,2157,1110,15,51.46,2017,51.56
gemma-2-9b-it,9,tatar,30564,952,0.158,256000,8784,30569,3.479508197,1674,0.0065390625,166,81,139,0.08303464755,927,0.5537634409,144,0.08602150538,1.903644811,1.174069458,140,0.140092,0.079478,3.432242,3.462163,0.37249,0.181303,1.613385,0.088502,5.536237,2.736074,-0.709791,0.226557,0.529218,0.196234,2.468185,0.345292,35.133121,26.217298,15,6.43,839,83,528,9.89,699,10.59
gemma-2-9b-it,9,turkish,30440,1714,0.285,256000,10049,30569,3.02915713,3017,0.01178515625,115,26,353,0.117003646,117,0.03878024528,3017,1,2.548620237,1.826413893,140,0.167595,0.085095,5.133277,4.089311,0.382941,0.187227,1.654989,0.087279,4.526676,1.744829,-0.747984,0.200123,0.54611,0.173712,2.466266,0.339973,25.05308,30.602682,2,47.14,945,402,4,42.54,805,41.74
gemma-2-9b-it,9,uyghur-arabic,30562,2830,0.47,256000,6394,30569,4.779793556,659,0.00257421875,157,79,121,0.1836115326,91,0.1380880121,129,0.1957511381,1.460800995,0.7123405526,140,0.155259,0.10802,6.19407,4.998997,0.406313,0.274747,1.669097,0.088924,5.646148,1.816562,-0.766295,0.181833,0.598263,0.149619,2.35822,0.386049,27.319909,30.208982,13,19.29,519,103,130,19.85,379,20.05
gemma-2-9b-it,9,uyghur-latin,30502,873,0.145,256000,10651,30569,2.86376866,1976,0.00771875,117,51,234,0.1184210526,84,0.04251012146,693,0.350708502,2.461936922,1.400881997,140,0.267668,0.128104,12.154564,8.603273,0.682973,0.327515,1.771566,0.132285,9.648615,2.963094,-0.867891,0.153421,0.706585,0.131868,2.002091,0.448894,54.473574,37.780838,13,28.57,519,153,3,29.48,379,29.82
gemma-2-9b-it,9,uzbek-latin,30544,752,0.125,256000,9984,30569,3.059294872,2754,0.0107578125,109,23,391,0.1419753086,129,0.04684095861,921,0.334422658,2.229865113,1.319590601,140,0.116829,0.07842,1.603736,2.186264,0.293372,0.163263,1.522732,0.090127,2.854947,1.485217,-0.52507,0.281054,0.385623,0.21622,2.714329,0.237544,35.98575,22.482232,9,29.29,735,210,24,28.57,595,28.4
gemma-2-9b-it,9,uzbek-cyrillic,30433,1047,0.174,256000,8669,30569,3.510554851,1647,0.00643359375,160,84,133,0.08075288403,894,0.5428051002,151,0.09168184578,1.876219893,1.015047155,140,0.217007,0.141299,6.872017,10.575543,0.559181,0.347242,1.555201,0.242415,4.080633,2.861392,-0.639933,0.311186,0.535303,0.255998,2.382686,0.463658,49.067997,27.439051,25,13.57,735,113,347,15.37,595,15.8
Qwen2.5-14B-Instruct,14,azerbaijani,31870,1223,0.184,151665,9658,31993,3.299855042,1944,0.01281772327,115,29,458,0.2355967078,118,0.06069958848,1106,0.5689300412,2.06463759,1.158781012,145,0.115913,0.099449,5.358336,6.467641,0.258788,0.217785,1.585726,0.137071,4.439579,2.596036,-0.536556,0.301318,0.372742,0.231483,2.692523,0.296376,21.672851,28.488859,2,53.1,735,379,15,51.56,590,51.19
Qwen2.5-14B-Instruct,14,crimean-tatar-latin,31808,766,0.115,151665,10534,31993,3.019555724,2470,0.01628589325,107,18,568,0.2299595142,132,0.05344129555,1341,0.5429149798,2.401062626,1.437220685,145,0.128838,0.108127,6.154028,7.07854,0.277441,0.246249,1.595552,0.13323,5.093824,3.159777,-0.580012,0.321097,0.42158,0.242425,2.620194,0.318517,23.613938,28.661755,3,48.28,380,184,15,48.42,235,48.51
Qwen2.5-14B-Instruct,14,crimean-tatar-cyrillic,31878,1080,0.163,151665,7824,31993,4.074386503,1143,0.007536346553,139,67,124,0.1084864392,838,0.7331583552,132,0.1154855643,2.986166008,1.637918657,145,0.086808,0.108719,4.322151,7.110672,0.174275,0.225403,1.55469,0.14205,4.091541,2.61541,-0.411407,0.329039,0.28784,0.259023,2.743627,0.341158,25.912473,26.946581,5,36.55,380,155,68,40.79,235,43.4
Qwen2.5-14B-Instruct,14,english,31958,553,0.083,151665,21974,31993,1.454355147,5389,0.0355322586,106,16,5389,1,208,0.03859714233,530,0.09834848766,4.1772952,2.926044686,145,0.078751,0.081544,2.584937,3.780008,0.119967,0.114041,1.529465,0.106185,3.215088,1.597738,-0.337678,0.27983,0.254419,0.215739,2.833088,0.176638,12.188184,19.720583,3,82.07,2157,1805,12,83.68,2012,83.8
Qwen2.5-14B-Instruct,14,karakalpak,31993,1136,0.171,151665,9511,31993,3.363789297,2175,0.01434081693,122,39,532,0.2445977011,115,0.05287356322,987,0.4537931034,2.193667365,1.15323833,145,0.232602,0.208684,13.017215,14.128115,0.533637,0.482908,1.676934,0.270508,7.251855,5.217249,-0.645558,0.334778,0.501318,0.293606,2.344184,0.579699,51.550948,33.522352,4,39.31,240,89,20,37.08,95,33.68
Qwen2.5-14B-Instruct,14,kazakh-cyrillic,31929,1364,0.206,151665,7346,31993,4.346447046,965,0.006362707282,168,88,139,0.1440414508,676,0.7005181347,147,0.1523316062,2.503648721,1.475917775,145,0.080139,0.088874,2.721878,5.059639,0.145379,0.161767,1.51536,0.109193,3.610702,2.256766,-0.421177,0.287568,0.278343,0.215331,2.787236,0.264122,23.479451,23.008083,6,57.24,944,468,76,49.58,799,48.19
Qwen2.5-14B-Instruct,14,kazakh-latin,31883,1024,0.154,151665,9267,31993,3.440487752,2024,0.0133452016,122,32,501,0.2475296443,123,0.06077075099,914,0.4515810277,2.040993633,1.044872132,145,0.413066,0.179599,26.271013,11.558438,0.965817,0.434816,1.909309,0.170229,11.894007,4.477507,-0.90859,0.109902,0.767224,0.089107,1.709126,0.542641,74.50501,29.45302,12,44.14,944,379,70,40.15,799,39.42
Qwen2.5-14B-Instruct,14,russian,31951,659,0.099,151665,12012,31993,2.65992341,2551,0.01681996505,147,70,208,0.08153665229,2551,1,135,0.05292042336,4.865137241,3.582804858,145,0.085466,0.070506,3.61692,4.069395,0.144678,0.118536,1.569544,0.105899,4.113897,2.151163,-0.471722,0.277815,0.35742,0.222048,2.734201,0.235913,15.739929,20.587065,1,76.55,2157,1644,55,76.22,2012,76.19
Qwen2.5-14B-Instruct,14,tatar,31976,1236,0.186,151665,7734,31993,4.134471166,1069,0.007048429104,162,79,142,0.1328344247,782,0.7315247895,149,0.1393826006,2.694114336,1.715031575,145,0.144846,0.143178,7.885208,9.818111,0.303327,0.305531,1.617156,0.164464,4.574624,2.633298,-0.572045,0.312473,0.418261,0.255841,2.599146,0.372447,37.54067,30.870497,2,50.34,839,386,109,46.01,694,45.1
